1,0.1,0.1,0.0025,
2,0.01,0.04,0.0025,
3,0.1,0.0921954,0.0025,
4,0.1,0.03,0.0025,
5,0.1,0.0824621,0.0025,
6,0.1,0.298329,0.0025,
7,0.1,0.360555,0.0025,
8,0.1,0.03,0.0025,
9,0.01,0.04,0.0025,
10,0.1,0.134536,0.0025,
11,0.01,0.04,0.0025,
12,0.1,0.134536,0.0025,
13,0.1,0.111803,0.0025,
14,0.1,0.26,0.0025,
15,0.01,0.04,0.0025,
16,0.1,0.134536,0.0025,
17,0.01,0.04,0.0025,
18,0.1,0.140357,0.0025,
19,0.1,0.114018,0.0025,
20,0.1,0.25,0.0025,
21,0.01,0.04,0.0025,
22,0.1,0.26,0.0025,
23,0.01,0.04,0.0025,
24,0.01,0.04,0.0025,
25,0.1,0.06,0.0025,
26,0.1,0.02,0.0025,
27,0.01,0.04,0.0025,
28,0.1,0.25,0.0025,
29,0.01,0.04,0.0025,
30,0.01,0.04,0.0025,
31,0.1,0.04,0.0025,
32,0.1,0.08,0.0025,
33,0.01,0.04,0.0025,
34,0.1,0.04,0.0025,
35,0.1,0.09,0.0025,
36,0.01,0.04,0.0025,
37,0.1,0.08,0.0025,
38,0.1,0.05,0.0025,
39,0.01,0.04,0.0025,
40,0.01,0.04,0.0025,
41,0.1,0.0640312,0.0025,
42,0.1,0.0640312,0.0025,
43,0.1,0.139284,0.0025,
44,0.1,0.152643,0.0025,
45,0.1,0.139284,0.0025,
46,0.1,0.152643,0.0025,
47,0.01,0.04,0.0025,
48,0.1,0.37,0.0025,
49,0.01,0.04,0.0025,
50,0.1,0.37,0.0025,
51,0.01,0.04,0.0025,
52,0.01,0.04,0.0025,
53,0.1,0.53,0.0025,
54,0.01,0.04,0.0025,
55,0.1,0.53,0.0025,
56,0.01,0.04,0.0025,
57,0.1,0.1,0.0025,
58,0.01,0.04,0.0025,
59,0.01,0.04,0.0025,
60,0.01,0.04,0.0025,
61,0.01,0.04,0.0025,
62,0.037,0.53,0.0025,
63,0.037,0.53,0.0025,
64,0.11,0.25,0.006,
65,0.037,0.25,0.0025,
66,0.037,0.37,0.0025,
67,0.037,0.37,0.0025,
68,0.037,0.26,0.0025,
69,0.037,0.26,0.0025,
70,0.037,0.139284,0.0025,
71,0.037,0.152643,0.0025,
72,0.037,0.139284,0.0025,
73,0.037,0.152643,0.0025,
74,0.037,0.134536,0.0025,
75,0.037,0.134536,0.0025,
76,0.037,0.0984886,0.0025,
77,0.037,0.0632456,0.0025,
78,0.037,0.0640312,0.0025,
79,0.037,0.0640312,0.0025,
80,0.037,0.0824621,0.0025,
81,0.037,0.298329,0.0025,
82,0.037,0.0824621,0.0025,
83,0.037,0.298329,0.0025,
84,0.037,0.0538516,0.0025,
85,0.037,0.05,0.0025,
86,0.037,0.08,0.0025,
87,0.037,0.208087,0.0025,
88,0.037,0.0989949,0.0025,
89,0.037,0.0989949,0.0025,
90,0.037,0.08,0.0025,
91,0.037,0.08,0.0025,
92,0.037,0.0412311,0.0025,
93,0.037,0.20025,0.0025,
94,0.037,0.145602,0.0025,
