2221,38,25,
5865,38,25,
7239,38,25,
8763,38,25,
9304,38,25,
11948,38,25,
12448,38,25,
4748,38,25,
5926,38,25,
9886,38,25,
930,38,25,
6008,38,25,
6013,38,25,
6037,38,25,
8097,38,25,
8688,38,25,
10011,38,25,
4250,38,25,
4868,38,25,
5199,38,25,
291,40,25,
3484,40,25,
3625,40,25,
4898,40,25,
7401,40,25,
7785,40,25,
8923,40,25,
9343,40,25,
9420,40,25,
11023,40,25,
11435,40,25,
12825,40,25,
2664,40,25,
7533,40,25,
8745,40,25,
8578,40,25,
639,40,25,
679,40,25,
778,40,25,
1219,40,25,
3396,40,25,
3549,40,25,
6356,40,25,
6837,40,25,
7199,40,25,
7540,40,25,
8427,40,25,
459,40,25,
2741,40,25,
2743,40,25,
5129,40,25,
5811,40,25,
6498,40,25,
6610,40,25,
6686,40,25,
7321,40,25,
7815,40,25,
8409,40,25,
8712,40,25,
9734,40,25,
1582,40,25,
4862,40,25,
5376,40,25,
5796,40,25,
7709,40,25,
8441,40,25,
9004,40,25,
10268,40,25,
10441,40,25,
149,40,25,
2666,40,25,
3448,40,25,
5406,40,25,
5495,40,25,
5794,40,25,
6397,40,25,
8269,40,25,
9045,40,25,
9341,40,25,
11057,40,25,
11660,40,25,
11843,40,25,
12028,40,25,
12566,40,25,
7280,40,25,
177,40,25,
413,40,25,
2917,40,25,
3339,40,25,
4035,40,25,
4615,40,25,
4919,40,25,
5080,40,25,
6453,40,25,
8425,40,25,
9037,40,25,
9976,40,25,
11588,40,25,
389,40,25,
1231,40,25,
3459,40,25,
9451,40,25,
11777,40,25,
957,40,25,
2374,40,25,
2935,40,25,
982,40,25,
7225,40,25,
9841,40,25,
11289,40,25,
5374,42,25,
443,42,25,
2278,42,25,
12057,42,25,
1193,42,25,
3126,42,25,
8665,42,25,
8779,42,25,
11446,42,25,
2916,42,25,
3283,42,25,
4418,42,25,
5693,42,25,
9280,42,25,
12175,42,25,
12400,42,25,
1020,42,25,
2113,42,25,
3951,42,25,
4597,42,25,
5492,42,25,
5751,42,25,
6541,42,25,
7149,42,25,
7245,42,25,
7811,42,25,
8372,42,25,
10053,42,25,
10333,42,25,
11032,42,25,
490,42,25,
771,42,25,
2548,42,25,
3146,42,25,
3476,42,25,
4591,42,25,
5725,42,25,
8113,42,25,
9701,42,25,
9828,42,25,
11535,42,25,
1458,42,25,
2618,42,25,
2646,42,25,
2854,42,25,
3610,42,25,
3844,42,25,
4273,42,25,
4995,42,25,
5208,42,25,
5281,42,25,
5508,42,25,
6161,42,25,
11723,42,25,
12591,42,25,
727,42,25,
3068,42,25,
4088,42,25,
6030,42,25,
6341,42,25,
8232,42,25,
9358,42,25,
10169,42,25,
12817,42,25,
11115,42,25,
90,42,25,
552,42,25,
7637,42,25,
8027,42,25,
11357,42,25,
243,42,25,
841,42,25,
2309,42,25,
4444,42,25,
5177,42,25,
5211,42,25,
6109,42,25,
6759,42,25,
7284,42,25,
7819,42,25,
8395,42,25,
9267,42,25,
10318,42,25,
11755,42,25,
11774,42,25,
11828,42,25,
11921,42,25,
12506,42,25,
1046,42,25,
3738,42,25,
5092,42,25,
5235,42,25,
5357,42,25,
5568,42,25,
5585,42,25,
6142,42,25,
7886,42,25,
8037,42,25,
8616,42,25,
9639,42,25,
10008,42,25,
12996,42,25,
933,42,25,
2151,42,25,
2835,42,25,
5450,42,25,
5681,42,25,
7065,42,25,
8851,42,25,
9367,42,25,
642,42,25,
1732,42,25,
1832,42,25,
2969,42,25,
4235,42,25,
4522,42,25,
4858,42,25,
6359,42,25,
7316,42,25,
8338,42,25,
11508,42,25,
5550,42,25,
2094,42,25,
4353,42,25,
5031,42,25,
9346,42,25,
10236,42,25,
11169,42,25,
12051,42,25,
12220,42,25,
10419,42,25,
8767,42,25,
6202,42,25,
1338,44,25,
11355,48,64,
1964,48,64,
3728,48,64,
5639,48,64,
5696,48,64,
8020,48,64,
8036,48,64,
622,48,64,
12214,48,64,
6983,48,64,
9452,48,64,
7658,50,64,
1963,50,64,
9659,50,64,
1393,50,64,
6970,50,64,
4007,50,64,
9449,50,64,
10505,50,64,
3002,50,64,
3391,50,64,
738,50,64,
6016,50,64,
11360,50,64,
5581,50,64,
5912,50,64,
7165,50,64,
508,50,64,
7462,50,64,
2314,50,64,
6042,50,64,
12599,50,64,
8433,50,64,
8676,50,64,
1550,50,64,
5663,50,64,
6747,50,64,
7539,50,64,
186,50,64,
4374,50,64,
8281,50,64,
3345,50,64,
7786,50,64,
9423,50,64,
12352,50,64,
902,50,64,
6430,50,64,
8119,50,64,
9595,50,64,
5390,50,64,
1826,50,64,
11876,50,64,
12114,50,64,
3889,50,64,
1992,50,64,
3688,50,64,
5699,50,64,
5921,50,64,
7820,50,64,
10264,50,64,
3231,50,64,
3492,50,64,
1381,50,64,
10952,50,64,
4834,50,64,
4887,50,64,
4895,50,64,
6844,50,64,
8734,50,64,
2193,50,64,
12118,50,64,
12495,50,64,
8846,50,64,
9428,50,64,
4671,50,64,
650,50,64,
2979,50,64,
8901,50,64,
12259,50,64,
6210,50,64,
11693,50,64,
12173,50,64,
12018,50,64,
11355,50,64,
1964,50,64,
3728,50,64,
5639,50,64,
5696,50,64,
8020,50,64,
8036,50,64,
622,50,64,
12214,50,64,
6983,50,64,
9452,50,64,
3169,52,64,
1021,52,64,
3074,52,64,
3691,52,64,
2396,52,64,
9987,52,64,
9340,52,64,
147,52,64,
3859,52,64,
6399,52,64,
2999,52,64,
8932,52,64,
11656,52,64,
1708,52,64,
4969,52,64,
11426,52,64,
8612,52,64,
9653,52,64,
12751,52,64,
132,52,64,
6556,52,64,
12748,52,64,
4633,52,64,
6698,52,64,
10282,52,64,
3301,52,64,
6233,52,64,
12549,52,64,
1818,52,64,
9654,52,64,
8619,52,64,
7422,52,64,
12271,52,64,
582,52,64,
3039,52,64,
11470,52,64,
3303,52,64,
226,52,64,
6575,52,64,
7261,52,64,
10755,52,64,
10920,52,64,
1156,52,64,
2101,52,64,
12006,52,64,
12228,52,64,
5161,52,64,
54,52,64,
2725,52,64,
10637,52,64,
6323,52,64,
9474,52,64,
10662,52,64,
656,52,64,
10252,52,64,
10634,52,64,
7,52,64,
3993,52,64,
10785,52,64,
3681,52,64,
936,52,64,
8101,52,64,
5962,52,64,
9950,52,64,
12334,52,64,
4456,52,64,
11773,52,64,
7982,52,64,
12882,52,64,
7798,52,64,
12627,52,64,
2404,52,64,
2643,52,64,
