1185,-0.660008,-14.0625,2,38,25,1
4779,-3.54719,-14.0625,2,38,25,1
2399,-3.51846,-13.9375,2,38,25,2
3257,-4.00683,-13.9375,2,38,25,2
4588,-4.5884,-13.9375,2,38,25,6
2243,-2.97451,-13.9375,2,38,25,7
3636,-2.54205,-13.9375,2,38,25,7
4637,-3.39373,-14.0625,2,40,25,1
1110,-3.75995,-13.9375,2,40,25,2
2077,-0.946785,-13.9375,2,40,25,2
2450,-1.13562,-13.9375,2,40,25,2
2921,-3.46951,-13.9375,2,40,25,2
4243,-1.76571,-13.9375,2,40,25,2
4638,0.40172,-13.9375,2,40,25,2
472,-3.10019,-14,2,40,25,3
915,-0.745371,-14,2,40,25,3
1406,-3.89312,-14,2,40,25,3
1854,0.366129,-14,2,40,25,3
2159,0.0625285,-14,2,40,25,3
2289,-0.684054,-14,2,40,25,3
3958,-4.98372,-14,2,40,25,3
4988,-2.57336,-14,2,40,25,3
881,-4.6626,-14,2,40,25,4
4887,0.91262,-14,2,40,25,4
1568,-3.61756,-14.0625,2,40,25,5
1613,-1.11182,-14.0625,2,40,25,5
4539,-0.668792,-14.0625,2,40,25,5
14,-4.53403,-13.9375,2,40,25,6
385,0.382706,-13.9375,2,40,25,6
758,-4.27855,-13.9375,2,40,25,6
3811,0.18342,-13.9375,2,40,25,6
251,0.69929,-13.9375,2,40,25,7
904,0.589095,-13.9375,2,40,25,7
1056,-4.45638,-13.9375,2,40,25,7
1729,-2.27803,-13.9375,2,40,25,7
1926,-1.34255,-13.9375,2,40,25,7
2732,-2.51495,-13.9375,2,40,25,7
3131,0.0344363,-13.9375,2,40,25,7
4343,-4.54093,-13.9375,2,40,25,7
4677,-4.9711,-13.9375,2,40,25,7
34,-0.757629,-14.0625,2,40,25,8
824,-3.13877,-14.0625,2,40,25,8
1677,0.24267,-14.0625,2,40,25,8
1688,0.627786,-14.0625,2,40,25,8
1861,0.622037,-14.0625,2,40,25,8
3892,0.753986,-14.0625,2,40,25,8
1265,-2.74135,-13.875,2,40,25,9
2585,-2.48177,-13.875,2,40,25,9
3706,-4.39633,-14,2,40,25,12
2453,0.390234,-14.0625,2,42,25,8
684,-3.0806,-13.875,2,42,25,9
2152,-4.87432,-13.875,2,42,25,9
1287,-0.847451,-14.125,2,42,25,10
570,0.735229,-14,2,42,25,11
1390,-0.0742655,-14,2,42,25,11
1689,-1.77826,-14,2,42,25,11
1757,-1.58968,-14,2,42,25,11
2385,-2.59193,-14,2,42,25,11
3417,-1.15271,-14,2,42,25,11
3572,-4.1142,-14,2,42,25,11
4901,-2.85392,-14,2,42,25,11
1591,-2.42962,-14,2,42,25,12
1758,-4.71571,-14,2,42,25,12
2697,-2.07252,-14,2,42,25,12
2881,-1.1731,-14,2,42,25,12
4059,-2.34146,-14,2,42,25,12
4284,-3.41968,-14,2,42,25,12
1661,-1.56684,-13.875,2,42,25,13
3907,-0.692979,-13.875,2,42,25,13
747,-3.87249,-14.125,2,42,25,14
842,0.625435,-14.125,2,42,25,14
3698,-0.638178,-14.125,2,42,25,14
3813,-4.72696,-14.125,2,42,25,14
1807,0.0434173,-14.0625,2,42,25,15
3526,-3.52768,-14.0625,2,42,25,15
3930,-1.04357,-14.0625,2,42,25,15
4845,0.919238,-14.0625,2,42,25,15
109,-3.95755,-13.9375,2,42,25,16
1293,-4.48985,-13.9375,2,42,25,16
1415,-1.08302,-13.9375,2,42,25,16
854,-1.7009,-13.875,2,42,25,17
1101,-3.06613,-13.875,2,42,25,17
2011,0.609772,-13.875,2,42,25,17
3381,-4.65192,-13.875,2,42,25,17
4216,0.611935,-13.875,2,42,25,17
149,-1.82021,-14.125,2,42,25,18
2179,-3.47969,-14.125,2,42,25,18
2927,-2.67149,-14.125,2,42,25,18
1275,0.286346,-13.9375,2,42,25,19
1774,-2.32135,-13.9375,2,42,25,19
4550,0.0210765,-13.9375,2,42,25,19
4582,-3.39696,-13.9375,2,42,25,19
1348,-1.62021,-14.0625,2,42,25,20
2435,-0.712942,-14.0625,2,42,25,20
2832,-2.4309,-14.0625,2,42,25,20
4181,-4.488,-14.0625,2,42,25,20
4476,0.549833,-14.0625,2,42,25,20
4773,-3.8479,-14.0625,2,42,25,20
4921,-3.32807,-14.0625,2,42,25,20
1107,0.728975,-14,2,42,25,11
3820,0.70675,-14,2,42,25,12
571,0.768082,-14.125,2,42,25,18
917,19.9375,-42.7988,-2,46,64,1
1532,20,-40.7303,-2,48,64,0
1276,19.9375,-41.0706,-2,48,64,1
4872,19.9375,-40.1821,-2,48,64,1
785,20.0625,-42.525,-2,48,64,2
917,19.9375,-35.7688,-2,48,64,1
490,19.9375,-41.9349,-2,50,64,1
4024,19.9375,-39.8147,-2,50,64,1
1461,20.0625,-40.3692,-2,50,64,2
3688,20.0625,-42.0232,-2,50,64,2
3957,20.0625,-39.6826,-2,50,64,2
4410,20.0625,-39.9365,-2,50,64,2
3269,20,-39.0541,-2.0625,50,64,3
3290,20,-38.4921,-2.0625,50,64,3
4572,20,-40.4422,-2.0625,50,64,3
360,20,-42.3251,-1.9375,50,64,4
867,19.9375,-42.0753,-2.0625,50,64,5
3899,19.9375,-41.6247,-2.0625,50,64,5
2105,20.0625,-42.651,-1.9375,50,64,6
121,20.0625,-42.555,-2.0625,50,64,7
287,20.0625,-42.7232,-2.0625,50,64,7
2276,20.0625,-40.6575,-2.0625,50,64,7
3549,20.0625,-40.9876,-2.0625,50,64,7
4597,20.0625,-39.5459,-2.0625,50,64,7
417,19.9375,-41.5034,-1.9375,50,64,8
680,19.9375,-40.3961,-1.9375,50,64,8
2958,19.9375,-40.3482,-1.9375,50,64,8
3665,19.9375,-40.571,-1.9375,50,64,8
4151,19.9375,-42.7312,-1.9375,50,64,8
1532,20,-33.3303,-2,50,64,0
917,19.9375,-28.6685,-2,50,64,1
1276,19.9375,-33.4079,-2,50,64,1
4872,19.9375,-32.8006,-2,50,64,1
785,20.0625,-35.9168,-2,50,64,2
900,19.9375,-36.9193,-2,52,64,1
4991,19.9375,-36.6166,-2,52,64,1
4536,20.0625,-35.7778,-2,52,64,2
1346,20,-37.9526,-2.0625,52,64,3
3684,20,-36.5638,-1.9375,52,64,4
1003,20.0625,-36.4315,-2.0625,52,64,7
1171,19.9375,-40.8382,-1.9375,52,64,8
983,20.125,-40.601,-2,52,64,9
1564,20.125,-41.39,-2,52,64,9
1565,20.125,-38.6393,-2,52,64,9
3406,20.125,-41.5222,-2,52,64,9
3528,20.125,-41.868,-2,52,64,9
2835,19.875,-38.6025,-2,52,64,10
707,19.875,-42.852,-2,52,64,10
3012,20,-42.3225,-1.875,52,64,11
4919,20,-41.53,-1.875,52,64,11
1981,20,-41.1101,-2.125,52,64,12
2480,20,-40.2086,-2.125,52,64,12
2614,20,-42.2434,-2.125,52,64,12
3846,20,-39.5011,-2.125,52,64,12
3641,19.875,-41.4788,-1.9375,52,64,14
4370,19.875,-41.4417,-1.9375,52,64,14
2134,19.9375,-42.6147,-1.875,52,64,15
2639,19.9375,-42.6924,-1.875,52,64,15
2198,20.0625,-42.742,-2.125,52,64,16
4586,20.0625,-41.5083,-2.125,52,64,16
4705,20.125,-42.1747,-1.9375,52,64,17
4875,20.125,-42.0007,-1.9375,52,64,17
916,19.875,-40.907,-2.0625,52,64,18
1454,19.875,-38.4932,-2.0625,52,64,18
2314,19.875,-38.7571,-2.0625,52,64,18
2460,20.0625,-42.7947,-1.875,52,64,19
2711,20.0625,-42.6916,-1.875,52,64,19
3574,20.0625,-42.8943,-1.875,52,64,19
4399,20.0625,-40.1208,-1.875,52,64,19
1532,20,-25.9303,-2,52,64,0
917,19.9375,-21.5682,-2,52,64,1
1276,19.9375,-25.7452,-2,52,64,1
4872,19.9375,-26.1221,-2,52,64,1
490,19.9375,-35.3267,-2,52,64,1
4024,19.9375,-32.9253,-2,52,64,1
785,20.0625,-28.8868,-2,52,64,2
1461,20.0625,-33.9016,-2,52,64,2
3688,20.0625,-34.4308,-2,52,64,2
3957,20.0625,-33.4259,-2,52,64,2
4410,20.0625,-32.6253,-2,52,64,2
3269,20,-31.6023,-2.0625,52,64,3
3290,20,-30.8294,-2.0625,52,64,3
4572,20,-33.4122,-2.0625,52,64,3
360,20,-35.2951,-1.9375,52,64,4
867,19.9375,-34.6235,-2.0625,52,64,5
3899,19.9375,-35.1571,-2.0625,52,64,5
2105,20.0625,-35.621,-1.9375,52,64,6
121,20.0625,-35.2438,-2.0625,52,64,7
287,20.0625,-35.6932,-2.0625,52,64,7
2276,20.0625,-33.276,-2.0625,52,64,7
3549,20.0625,-33.3952,-2.0625,52,64,7
4597,20.0625,-32.0238,-2.0625,52,64,7
417,19.9375,-35.2467,-1.9375,52,64,8
680,19.9375,-34.0691,-1.9375,52,64,8
2958,19.9375,-32.8964,-1.9375,52,64,8
3665,19.9375,-33.4707,-1.9375,52,64,8
4151,19.9375,-35.2091,-1.9375,52,64,8
4612,20.125,-37.6661,-2,54,64,9
1555,20,-37.9484,-1.875,54,64,11
4078,20,-37.1897,-1.875,54,64,11
897,20,-37.8482,-2.125,54,64,12
3082,19.875,-38.2648,-1.9375,54,64,14
3784,19.875,-38.1152,-1.9375,54,64,14
2001,20.0625,-36.7488,-2.125,54,64,16
2335,20.0625,-37.3482,-2.125,54,64,16
4504,20.0625,-37.7116,-2.125,54,64,16
3411,20.125,-38.0193,-1.9375,54,64,17
3546,20.125,-41.8467,-1.9375,54,64,17
2439,19.875,-38.0599,-2.0625,54,64,18
4,19.9375,-36.5462,-2.125,54,64,20
1532,20,-18.5303,-2,54,64,0
1276,19.9375,-19.3479,-2,54,64,1
4872,19.9375,-19.4436,-2,54,64,1
490,19.9375,-28.7185,-2,54,64,1
4024,19.9375,-26.0359,-2,54,64,1
900,19.9375,-29.8893,-2,54,64,1
4991,19.9375,-30.149,-2,54,64,1
785,20.0625,-22.4192,-2,54,64,2
1461,20.0625,-26.0983,-2,54,64,2
3688,20.0625,-27.1196,-2,54,64,2
3957,20.0625,-25.9741,-2,54,64,2
4410,20.0625,-26.228,-2,54,64,2
4536,20.0625,-28.7478,-2,54,64,2
3269,20,-24.5723,-2.0625,54,64,3
3290,20,-24.2212,-2.0625,54,64,3
4572,20,-25.8198,-2.0625,54,64,3
1346,20,-30.9226,-2.0625,54,64,3
360,20,-27.9839,-1.9375,54,64,4
3684,20,-29.5338,-1.9375,54,64,4
867,19.9375,-27.242,-2.0625,54,64,5
3899,19.9375,-28.6895,-2.0625,54,64,5
2105,20.0625,-29.0831,-1.9375,54,64,6
121,20.0625,-27.4405,-2.0625,54,64,7
287,20.0625,-29.3662,-2.0625,54,64,7
2276,20.0625,-25.8242,-2.0625,54,64,7
3549,20.0625,-26.4355,-2.0625,54,64,7
4597,20.0625,-24.5017,-2.0625,54,64,7
1003,20.0625,-29.1203,-2.0625,54,64,7
417,19.9375,-28.7791,-1.9375,54,64,8
680,19.9375,-27.7421,-1.9375,54,64,8
2958,19.9375,-26.4991,-1.9375,54,64,8
3665,19.9375,-26.6516,-1.9375,54,64,8
4151,19.9375,-28.1791,-1.9375,54,64,8
1171,19.9375,-34.3706,-1.9375,54,64,8
983,20.125,-34.1408,-2,54,64,9
1564,20.125,-35.1962,-2,54,64,9
1565,20.125,-32.5787,-2,54,64,9
3406,20.125,-34.1296,-2,54,64,9
3528,20.125,-35.4744,-2,54,64,9
2835,19.875,-32.0757,-2,54,64,10
707,19.875,-35.4594,-2,54,64,10
3012,20,-36.1953,-1.875,54,64,11
4919,20,-35.4694,-1.875,54,64,11
1981,20,-33.9839,-2.125,54,64,12
2480,20,-33.5486,-2.125,54,64,12
2614,20,-35.1172,-2.125,54,64,12
3846,20,-33.5071,-2.125,54,64,12
3641,19.875,-35.0186,-1.9375,54,64,14
4370,19.875,-34.4487,-1.9375,54,64,14
2134,19.9375,-36.5541,-1.875,54,64,15
2639,19.9375,-35.6994,-1.875,54,64,15
2198,20.0625,-36.2152,-2.125,54,64,16
4586,20.0625,-34.6485,-2.125,54,64,16
4705,20.125,-35.7811,-1.9375,54,64,17
4875,20.125,-35.4073,-1.9375,54,64,17
916,19.875,-34.58,-2.0625,54,64,18
1454,19.875,-32.4992,-2.0625,54,64,18
2314,19.875,-32.7631,-2.0625,54,64,18
2460,20.0625,-36.1347,-1.875,54,64,19
2711,20.0625,-36.6976,-1.875,54,64,19
3574,20.0625,-36.6339,-1.875,54,64,19
4399,20.0625,-33.0612,-1.875,54,64,19
490,19.9375,-22.04,-2,56,64,1
4024,19.9375,-18.5841,-2,56,64,1
900,19.9375,-22.7187,-2,56,64,1
4991,19.9375,-23.119,-2,56,64,1
1461,20.0625,-19.6307,-2,56,64,2
3688,20.0625,-19.3163,-2,56,64,2
3957,20.0625,-19.2253,-2,56,64,2
4410,20.0625,-19.6198,-2,56,64,2
4536,20.0625,-21.0851,-2,56,64,2
4572,20,-19.2116,-2.0625,56,64,3
1346,20,-23.3302,-2.0625,56,64,3
360,20,-20.9539,-1.9375,56,64,4
3684,20,-22.2226,-1.9375,56,64,4
867,19.9375,-20.212,-2.0625,56,64,5
3899,19.9375,-22.011,-2.0625,56,64,5
2105,20.0625,-21.4907,-1.9375,56,64,6
121,20.0625,-19.9184,-2.0625,56,64,7
287,20.0625,-21.5629,-2.0625,56,64,7
2276,20.0625,-18.0912,-2.0625,56,64,7
3549,20.0625,-18.9837,-2.0625,56,64,7
1003,20.0625,-22.5824,-2.0625,56,64,7
417,19.9375,-22.0303,-1.9375,56,64,8
680,19.9375,-21.2745,-1.9375,56,64,8
2958,19.9375,-18.7661,-1.9375,56,64,8
3665,19.9375,-20.2543,-1.9375,56,64,8
4151,19.9375,-20.9382,-1.9375,56,64,8
1171,19.9375,-27.3406,-1.9375,56,64,8
983,20.125,-28.0136,-2,56,64,9
1564,20.125,-28.3364,-2,56,64,9
1565,20.125,-26.3849,-2,56,64,9
3406,20.125,-28.069,-2,56,64,9
3528,20.125,-29.547,-2,56,64,9
4612,20.125,-31.2725,-2,56,64,9
2835,19.875,-25.2825,-2,56,64,10
707,19.875,-28.0668,-2,56,64,10
3012,20,-29.0025,-1.875,56,64,11
4919,20,-28.21,-1.875,56,64,11
1555,20,-30.8222,-1.875,56,64,11
4078,20,-30.5297,-1.875,56,64,11
1981,20,-26.8577,-2.125,56,64,12
2480,20,-26.2226,-2.125,56,64,12
2614,20,-28.657,-2.125,56,64,12
3846,20,-26.5141,-2.125,56,64,12
897,20,-30.5888,-2.125,56,64,12
