2868,38,25,
5493,38,25,
10171,38,25,
1367,38,25,
6779,38,25,
6847,38,25,
8344,38,25,
10485,38,25,
5514,38,25,
10086,38,25,
10902,38,25,
8440,38,25,
6594,38,25,
19,40,25,
109,40,25,
1452,40,25,
3056,40,25,
3420,40,25,
3511,40,25,
5315,40,25,
5966,40,25,
6373,40,25,
7757,40,25,
7940,40,25,
1457,40,25,
1742,40,25,
1824,40,25,
2942,40,25,
3879,40,25,
5284,40,25,
6133,40,25,
6717,40,25,
7252,40,25,
9967,40,25,
10684,40,25,
1253,40,25,
1489,40,25,
1545,40,25,
3238,40,25,
3590,40,25,
3616,40,25,
4740,40,25,
5631,40,25,
6018,40,25,
6146,40,25,
7076,40,25,
8589,40,25,
9035,40,25,
10015,40,25,
10233,40,25,
10686,40,25,
10811,40,25,
5749,40,25,
888,40,25,
1355,40,25,
3457,40,25,
4298,40,25,
4328,40,25,
4499,40,25,
7123,40,25,
8141,40,25,
9117,40,25,
9411,40,25,
4572,40,25,
6636,40,25,
9275,40,25,
1199,40,25,
2214,40,25,
4822,40,25,
8502,40,25,
10491,40,25,
243,40,25,
1273,40,25,
5919,40,25,
6605,40,25,
7878,40,25,
8170,40,25,
9662,40,25,
467,40,25,
45,40,25,
3628,40,25,
4423,40,25,
9334,40,25,
10481,40,25,
1637,40,25,
4229,40,25,
6542,40,25,
8539,40,25,
9137,40,25,
9990,40,25,
10680,42,25,
182,42,25,
5971,42,25,
7998,42,25,
82,42,25,
2636,42,25,
5116,42,25,
9119,42,25,
301,42,25,
3351,42,25,
4197,42,25,
4223,42,25,
4789,42,25,
4929,42,25,
5318,42,25,
6171,42,25,
6429,42,25,
6921,42,25,
7681,42,25,
7915,42,25,
8004,42,25,
8540,42,25,
8694,42,25,
9299,42,25,
10366,42,25,
10408,42,25,
10639,42,25,
10683,42,25,
254,42,25,
293,42,25,
1574,42,25,
2297,42,25,
3245,42,25,
4279,42,25,
6579,42,25,
6711,42,25,
7705,42,25,
8110,42,25,
8209,42,25,
8457,42,25,
8965,42,25,
10094,42,25,
10446,42,25,
2410,42,25,
3111,42,25,
3355,42,25,
3367,42,25,
6383,42,25,
7603,42,25,
6318,42,25,
3837,42,25,
4804,42,25,
240,42,25,
2512,42,25,
2720,42,25,
3703,42,25,
5378,42,25,
5442,42,25,
9113,42,25,
9292,42,25,
10039,42,25,
2372,42,25,
5161,42,25,
6996,42,25,
136,42,25,
266,42,25,
394,42,25,
429,42,25,
870,42,25,
943,42,25,
1502,42,25,
1775,42,25,
2484,42,25,
4570,42,25,
4725,42,25,
4909,42,25,
4910,42,25,
4942,42,25,
5553,42,25,
5883,42,25,
6816,42,25,
7366,42,25,
7662,42,25,
8681,42,25,
10037,42,25,
10493,42,25,
10728,42,25,
10810,42,25,
10935,42,25,
176,42,25,
279,42,25,
296,42,25,
828,42,25,
1359,42,25,
2043,42,25,
2116,42,25,
2343,42,25,
3028,42,25,
4358,42,25,
5682,42,25,
7228,42,25,
8938,42,25,
9532,42,25,
9603,42,25,
9702,42,25,
10779,42,25,
8632,42,25,
720,42,25,
1036,42,25,
2547,42,25,
2726,42,25,
3159,42,25,
3356,42,25,
3827,42,25,
4321,42,25,
7073,42,25,
7824,42,25,
10183,42,25,
10948,42,25,
295,42,25,
1279,42,25,
4554,42,25,
7602,42,25,
9788,42,25,
10876,42,25,
6584,42,25,
1145,42,25,
6239,42,25,
6307,42,25,
7033,42,25,
8608,42,25,
