1,-3.04861,-14,2,25,11,628,-1
1,20.125,-42.7637,-2.0625,64,13,795,1
1,-4.7927,-14.125,2,25,18,1055.5,-1
1,20.0625,-42.4805,-1.875,64,19,1338,1
1,20.0625,-42.6389,-1.875,64,19,1622.5,1
1,19.9375,-41.3917,-2.125,64,20,1715.5,1
1,19.875,-41.8991,-1.9375,64,14,2130.5,1
1,-1.75989,-13.875,2,25,17,2574,-1
1,19.9375,-42.7764,-1.875,64,15,2985,1
1,-3.92302,-13.875,2,25,17,3034.5,-1
1,-3.11202,-14,2,25,12,3756.5,-1
1,20.0625,-41.6152,-2,64,2,4764.5,1
1,-1.69222,-14.125,2,25,10,5102,-1
1,19.9375,-42.2412,-1.875,64,15,6475,1
2,-1.12305,-14,2,25,4,293.5,-1
2,-2.07516,-14,2,25,12,758.5,-1
2,20,-42.6746,-1.875,64,11,810,1
2,-3.46632,-13.875,2,25,13,859,-1
2,-1.30433,-14.125,2,25,10,1013.5,-1
2,-1.11303,-14.0625,2,25,8,1468.5,-1
2,-1.1632,-13.875,2,25,9,1790.5,-1
2,-1.63921,-14,2,25,0,2321,-1
2,-2.45278,-14,2,25,3,2811.5,-1
2,-2.92839,-14.0625,2,25,1,2850.5,-1
2,20,-42.8284,-1.9375,64,4,3010,1
2,-4.48766,-14,2,25,4,3056,-1
2,-0.349305,-13.9375,2,25,2,3095.5,-1
2,-4.93691,-14.0625,2,25,1,3547.5,-1
2,-4.23544,-13.9375,2,25,6,3626.5,-1
2,-4.02978,-13.9375,2,25,19,4219,-1
2,-3.95407,-13.9375,2,25,6,5630.5,-1
2,-2.33265,-14.0625,2,25,1,6239.5,-1
2,-4.10725,-13.9375,2,25,16,6783,-1
3,-1.48482,-13.9375,2,25,7,794,-1
3,19.875,-42.4863,-1.9375,64,14,1193.5,1
3,-2.89483,-13.9375,2,25,19,1325.5,-1
3,-2.74495,-14.125,2,25,14,1366.5,-1
3,20.0625,-42.3821,-2.0625,64,7,2845.5,1
3,-3.76928,-14,2,25,4,3972,-1
3,-2.52604,-14,2,25,4,4571,-1
3,-3.8699,-13.9375,2,25,2,4643,-1
3,-3.20109,-13.9375,2,25,16,5484.5,-1
3,-1.78228,-13.875,2,25,17,6323.5,-1
3,-3.77329,-14.125,2,25,18,6398,-1
4,20,-41.5233,-1.9375,64,4,204,1
4,-2.2366,-14.0625,2,25,1,488,-1
4,-4.72095,-13.875,2,25,13,1621.5,-1
4,-3.38475,-14.0625,2,25,5,1892,-1
4,20.0625,-42.1933,-2.0625,64,7,2077,1
4,-1.18677,-14.125,2,25,18,3734.5,-1
4,-2.07328,-13.9375,2,25,16,3776,-1
4,-1.03605,-14.125,2,25,14,3817.5,-1
5,-4.24647,-14.0625,2,25,5,71,-1
5,-0.964663,-13.875,2,25,9,111.5,-1
5,-2.59094,-14,2,25,12,785.5,-1
5,-1.52013,-14.0625,2,25,8,827,-1
5,-2.86562,-14.0625,2,25,15,3403,-1
5,19.9375,-42.8762,-1.9375,64,8,4201,1
5,-4.098,-14.125,2,25,10,4498.5,-1
5,20.0625,-42.4029,-1.9375,64,6,4634,1
5,-4.81829,-14.0625,2,25,5,5595.5,-1
5,19.9375,-42.1953,-1.875,64,15,6139,1
5,-1.07477,-13.875,2,25,13,6500.5,-1
5,20.125,-42.075,-2.0625,64,13,6585,1
5,-4.47589,-14.0625,2,25,5,7000,-1
5,-4.11367,-13.9375,2,25,7,7039,-1
6,-1.45141,-14.0625,2,25,8,154.5,-1
6,19.9375,-41.3338,-1.9375,64,8,515.5,1
6,-2.25576,-13.9375,2,25,2,2911.5,-1
6,-0.596816,-14,2,25,3,3562.5,-1
6,-1.91713,-13.9375,2,25,16,4094,-1
6,-0.251106,-14.0625,2,25,8,4641,-1
6,-4.63941,-13.875,2,25,13,5180.5,-1
6,-3.58188,-13.9375,2,25,16,5618.5,-1
6,20.0625,-42.4487,-1.875,64,19,5670.5,1
6,19.9375,-41.3908,-2.125,64,20,5976,1
6,-0.680695,-13.9375,2,25,19,6149,-1
6,-1.11077,-14,2,25,12,6225,-1
6,-3.55518,-14.0625,2,25,20,6348.5,-1
6,-3.42384,-13.875,2,25,17,6493,-1
6,20.0625,-42.5426,-1.875,64,19,6545,1
7,19.9375,-41.5009,-2.0625,64,5,1324.5,1
7,-2.50091,-14.125,2,25,18,2196,-1
7,-3.08119,-13.9375,2,25,6,4542,-1
7,-1.5113,-14.125,2,25,14,4946.5,-1
7,-4.38047,-13.875,2,25,13,5347.5,-1
8,20.125,-42.2187,-1.9375,64,17,125.5,1
8,-0.819034,-14,2,25,11,767.5,-1
8,-2.85908,-13.875,2,25,9,845.5,-1
8,-0.656275,-14.0625,2,25,5,1071.5,-1
8,19.9375,-42.8147,-2.0625,64,5,1120,1
8,-4.57353,-14,2,25,3,1555,-1
8,-3.95075,-13.9375,2,25,6,1594,-1
8,20.0625,-41.2533,-2.0625,64,7,2036.5,1
8,-0.571355,-14.0625,2,25,5,2532,-1
8,20.0625,-42.4007,-2.0625,64,7,3330.5,1
8,-1.17386,-14.0625,2,25,8,3689,-1
8,-0.807871,-13.9375,2,25,6,4617,-1
8,20.0625,-41.7512,-2.0625,64,7,5309.5,1
9,-4.40892,-13.9375,2,25,2,927.5,-1
9,-1.25051,-14,2,25,4,1485,-1
9,-1.41727,-13.9375,2,25,2,2090,-1
9,-1.59812,-14.125,2,25,18,2837.5,-1
9,20.0625,-42.9173,-2.125,64,16,3633,1
9,-2.37818,-14.125,2,25,18,4308,-1
9,-0.58752,-13.9375,2,25,6,5667,-1
9,20,-41.4578,-1.875,64,11,6303,1
10,-4.19446,-13.875,2,25,13,119,-1
10,-2.70297,-14.0625,2,25,20,245.5,-1
10,19.875,-41.7075,-2.0625,64,18,1067,1
10,-0.463191,-14,2,25,3,2072,-1
10,-3.38225,-14.125,2,25,10,3019,-1
10,-0.703818,-14,2,25,3,3694.5,-1
10,-4.47282,-14.0625,2,25,5,3844.5,-1
10,19.9375,-42.5546,-2,64,1,5355,1
10,19.9375,-41.3005,-2,64,1,5676,1
11,-1.45006,-14.125,2,25,18,898,-1
11,19.9375,-41.7489,-1.875,64,15,1226.5,1
11,-1.65927,-14,2,25,11,1672,-1
11,19.9375,-42.9145,-2.125,64,20,2578,1
11,-2.32896,-14.0625,2,25,5,4433.5,-1
11,-3.16358,-13.875,2,25,17,5577.5,-1
11,-4.2877,-14.0625,2,25,20,5967,-1
11,-2.83426,-13.9375,2,25,19,6083.5,-1
11,-2.6618,-14.125,2,25,14,6455,-1
11,-0.869974,-13.9375,2,25,19,6834,-1
11,-4.91735,-14.125,2,25,18,7002,-1
12,-3.78391,-14.125,2,25,10,814.5,-1
12,-2.6845,-13.875,2,25,9,1229,-1
12,-5.00036,-14,2,25,12,1922.5,-1
12,-1.17869,-13.875,2,25,17,2125.5,-1
12,19.875,-42.2608,-2.0625,64,18,2530,1
12,-2.38066,-14.125,2,25,18,2579.5,-1
12,-4.20572,-13.9375,2,25,16,2688,-1
12,-2.81482,-13.875,2,25,17,2729,-1
12,20.0625,-42.0434,-2.125,64,16,3126,1
