1,-1.30648,-13.9375,2,25,16,324.5,-1
1,-3.40736,-14.125,2,25,18,479.5,-1
1,19.875,-41.9038,-2,64,10,674,1
1,20.0625,-42.4033,-1.9375,64,6,908,1
1,-3.50844,-14.0625,2,25,8,1280.5,-1
1,20.125,-42.7048,-1.9375,64,17,2821,1
1,-0.109194,-13.9375,2,25,7,3638.5,-1
1,19.9375,-42.0158,-2.0625,64,5,3833.5,1
1,19.875,-42.1096,-2,64,10,4450,1
1,-0.725104,-14.0625,2,25,15,5158,-1
1,-4.85035,-14,2,25,3,5951,-1
1,-3.19407,-14,2,25,4,6922.5,-1
1,20,-41.291,-1.9375,64,4,7248,1
1,-1.59328,-14.125,2,25,14,8146,-1
1,-0.329124,-13.9375,2,25,6,9772.5,-1
1,-2.20529,-14.0625,2,25,5,10086,-1
1,20,-42.299,-1.9375,64,4,10742.5,1
1,-4.30805,-13.9375,2,25,6,11071,-1
1,-1.49628,-14.0625,2,25,1,11920.5,-1
1,-2.85085,-13.875,2,25,9,11960,-1
1,-3.8056,-14,2,25,4,12237.5,-1
1,-4.72935,-13.9375,2,25,2,13888,-1
1,-3.4319,-13.875,2,25,13,15684,-1
1,-1.0537,-14.125,2,25,18,15841,-1
1,20.0625,-41.3155,-1.9375,64,6,16948,1
1,-1.47304,-13.9375,2,25,19,17433.5,-1
1,-3.85992,-13.875,2,25,13,17762.5,-1
1,-1.87862,-13.9375,2,25,19,17898,-1
1,-3.91563,-14.125,2,25,10,18668.5,-1
1,-3.40148,-13.9375,2,25,7,18709,-1
1,-2.23906,-14,2,25,0,18781.5,-1
1,-1.94695,-14.0625,2,25,1,19112.5,-1
1,-4.86997,-13.9375,2,25,6,20218,-1
1,20.0625,-42.0261,-1.9375,64,6,20377,1
1,19.9375,-42.2996,-1.9375,64,8,20817.5,1
1,-1.9436,-14,2,25,4,20979.5,-1
1,19.875,-41.9341,-2.0625,64,18,21824.5,1
1,-1.8606,-13.875,2,25,17,23091.5,-1
1,-2.02456,-13.875,2,25,17,23211.5,-1
1,-3.37446,-14,2,25,4,23709,-1
1,20.0625,-41.5574,-1.875,64,19,24848.5,1
1,-4.79763,-14.0625,2,25,15,25688.5,-1
1,-3.27098,-14.0625,2,25,20,25849,-1
1,19.9375,-41.5404,-2,64,1,26089.5,1
1,20.0625,-41.908,-1.9375,64,6,26477.5,1
1,20.0625,-42.7579,-2,64,2,27164.5,1
1,0.184487,-14.0625,2,25,8,27927,-1
1,-3.70188,-13.875,2,25,9,28387,-1
1,-4.83446,-14.0625,2,25,15,28611,-1
1,-3.72654,-13.875,2,25,13,29075.5,-1
1,20,-42.7931,-2.125,64,12,29436.5,1
1,-3.80173,-13.9375,2,25,19,29680.5,-1
1,-2.17764,-14.0625,2,25,20,29858.5,-1
1,-1.48291,-14.0625,2,25,15,29899.5,-1
1,-1.17305,-14,2,25,12,29941,-1
1,20.125,-42.3729,-2,64,9,31115.5,1
1,-0.700738,-14,2,25,11,31347.5,-1
1,-2.80183,-14.0625,2,25,15,32638,-1
1,-1.96157,-13.875,2,25,9,33204,-1
1,20,-41.6223,-2.0625,64,3,33510.5,1
1,-0.608682,-14.0625,2,25,15,34506.5,-1
1,-4.06316,-14.125,2,25,18,34547.5,-1
1,-4.91232,-14,2,25,4,35405,-1
1,-4.40981,-14.125,2,25,14,35677.5,-1
1,-3.66154,-14.125,2,25,18,36947.5,-1
1,-3.40409,-14.125,2,25,18,37341,-1
1,-1.22558,-14,2,25,11,37572.5,-1
1,20.0625,-42.5772,-1.9375,64,6,38200.5,1
1,-3.24473,-14.0625,2,25,15,39192,-1
1,-1.68441,-13.875,2,25,17,39457.5,-1
1,-2.57557,-13.9375,2,25,19,40225.5,-1
1,-3.49353,-13.9375,2,25,16,41109.5,-1
1,-2.21517,-14.125,2,25,14,41296.5,-1
1,-0.944562,-13.875,2,25,13,41548.5,-1
1,-2.67182,-14.125,2,25,10,42047.5,-1
1,-1.81617,-14.0625,2,25,5,43105.5,-1
1,-2.0902,-14.0625,2,25,1,44067,-1
1,-3.97814,-13.875,2,25,13,44262.5,-1
1,-3.7493,-14,2,25,12,44414,-1
1,-1.60856,-14.0625,2,25,1,45763,-1
1,-2.54615,-13.9375,2,25,2,45872.5,-1
1,-3.17843,-13.9375,2,25,2,45911.5,-1
1,-2.40536,-14.0625,2,25,20,46776.5,-1
1,-4.25091,-13.875,2,25,17,46902.5,-1
1,20.0625,-42.1263,-1.875,64,19,47434,1
1,20.125,-41.8945,-1.9375,64,17,48559,1
1,19.9375,-42.9473,-1.9375,64,8,49808.5,1
1,19.875,-41.8352,-1.9375,64,14,50255,1
1,20.0625,-41.9178,-2,64,2,50723,1
1,-3.61344,-14.0625,2,25,1,51377,-1
1,-1.98576,-14.0625,2,25,1,52082.5,-1
1,19.9375,-42.5072,-2,64,1,52324,1
1,-0.775937,-14,2,25,4,52520.5,-1
1,-2.53614,-14.0625,2,25,15,53397.5,-1
1,19.9375,-42.286,-1.9375,64,8,54936,1
1,-4.25286,-13.875,2,25,13,55218,-1
1,20,-41.5168,-1.875,64,11,55882,1
1,-1.70902,-14.0625,2,25,5,55999.5,-1
1,-2.69441,-14.0625,2,25,1,56696.5,-1
1,-2.8039,-13.9375,2,25,6,57964,-1
1,-1.33049,-14.125,2,25,18,59375,-1
1,-1.65553,-13.875,2,25,17,59941,-1
1,-0.738317,-14,2,25,4,61170.5,-1
1,20.0625,-41.3451,-1.9375,64,6,63079.5,1
1,-4.98867,-13.9375,2,25,7,63229.5,-1
1,-2.56936,-13.875,2,25,9,63269,-1
1,-2.4542,-14.125,2,25,10,64254.5,-1
1,19.875,-41.8477,-2,64,10,64686,1
1,20.125,-41.8537,-2.0625,64,13,65311.5,1
1,-2.57526,-14.125,2,25,10,65742,-1
1,20.0625,-41.5382,-2.0625,64,7,67360,1
1,-4.03641,-14.0625,2,25,8,68658.5,-1
1,-3.68499,-13.875,2,25,9,68731,-1
1,-2.7783,-13.9375,2,25,6,68771,-1
1,-5.04332,-13.875,2,25,13,69468,-1
1,20,-42.3978,-2.125,64,12,69994,1
1,20,-42.0049,-1.9375,64,4,70423,1
1,-3.67268,-14.0625,2,25,5,70934.5,-1
1,-1.51143,-14.0625,2,25,15,72112.5,-1
1,-3.61573,-13.875,2,25,9,72386,-1
1,20.0625,-42.9987,-2.0625,64,7,72639.5,1
1,-4.02976,-14,2,25,0,72730.5,-1
1,-2.12696,-13.875,2,25,13,73150,-1
1,-3.34855,-14.0625,2,25,20,73680.5,-1
1,19.9375,-41.5392,-1.875,64,15,73767.5,1
1,-4.21973,-13.875,2,25,17,75949,-1
1,20.125,-41.598,-2.0625,64,13,76301,1
1,-1.64875,-14.0625,2,25,8,76390.5,-1
1,-0.965799,-14,2,25,4,78155.5,-1
1,-2.87755,-13.875,2,25,17,78493,-1
1,-2.46895,-13.875,2,25,17,78570,-1
1,-3.83553,-14.125,2,25,18,78611,-1
1,-3.63495,-14.125,2,25,18,79017,-1
2,-4.96023,-14.0625,2,25,5,149,-1
2,-3.05412,-14.125,2,25,14,642.5,-1
2,-1.11152,-13.875,2,25,17,1496,-1
2,-3.88154,-14.0625,2,25,15,1752.5,-1
2,-2.66834,-14.125,2,25,14,1835.5,-1
2,-0.64345,-13.875,2,25,9,2406.5,-1
2,20,-42.6471,-2.0625,64,3,4480,1
2,-3.8108,-14,2,25,0,4885,-1
2,20,-41.9421,-2.0625,64,3,5465,1
2,19.875,-41.6183,-1.9375,64,14,7659.5,1
2,-1.32777,-13.9375,2,25,6,7948.5,-1
2,-2.95578,-14.0625,2,25,8,8404.5,-1
2,-1.90744,-14,2,25,3,8742.5,-1
2,-3.63357,-13.9375,2,25,7,8818,-1
2,-0.595004,-13.9375,2,25,7,8857.5,-1
2,-2.98574,-14.0625,2,25,8,8929,-1
2,-2.44251,-13.9375,2,25,2,9513,-1
2,-1.72149,-14.125,2,25,10,9830.5,-1
2,-2.00872,-13.875,2,25,17,10184,-1
2,-0.719341,-14.125,2,25,18,10442.5,-1
2,-4.03135,-13.875,2,25,17,10620.5,-1
2,-0.434376,-13.9375,2,25,19,11928,-1
2,-0.68215,-13.875,2,25,17,11969.5,-1
2,-2.58798,-14,2,25,3,12939,-1
2,-4.47305,-13.9375,2,25,16,14300,-1
2,-2.12956,-13.9375,2,25,19,14541,-1
2,-2.91682,-14.125,2,25,14,14959,-1
2,20.125,-41.6218,-2,64,9,15052,1
2,-0.793861,-14,2,25,4,15368.5,-1
2,-2.05649,-14,2,25,12,15494.5,-1
2,-2.69426,-13.875,2,25,17,16074,-1
2,-4.6054,-13.875,2,25,17,17222.5,-1
2,20.125,-41.6311,-1.9375,64,17,17311.5,1
2,-3.55684,-14.125,2,25,18,17360.5,-1
2,-4.47509,-13.875,2,25,9,17893.5,-1
2,-2.18534,-13.875,2,25,9,18177.5,-1
2,20.0625,-42.162,-2,64,2,18764.5,1
2,-2.20932,-13.9375,2,25,6,18867.5,-1
2,20.0625,-41.4048,-1.875,64,19,19610.5,1
2,20.0625,-41.7348,-1.875,64,19,20216.5,1
2,-0.938791,-13.9375,2,25,6,20656.5,-1
2,-3.38267,-13.9375,2,25,7,20951.5,-1
2,-2.65216,-14.125,2,25,10,21139,-1
2,-2.82685,-14.0625,2,25,8,22325.5,-1
2,-2.10673,-13.9375,2,25,6,22792.5,-1
2,-1.37581,-13.9375,2,25,19,22988.5,-1
2,19.9375,-42.8574,-2.125,64,20,23040,1
2,19.875,-41.994,-2.0625,64,18,23501.5,1
2,-4.62007,-13.9375,2,25,16,23726,-1
2,20.125,-42.1195,-2.0625,64,13,23846.5,1
2,-4.1576,-14.125,2,25,14,23895.5,-1
2,-0.621818,-13.875,2,25,9,24208.5,-1
2,-1.14838,-13.9375,2,25,6,24281.5,-1
2,-3.52089,-13.9375,2,25,7,24436.5,-1
2,-4.43427,-14.0625,2,25,8,25667.5,-1
2,-4.41581,-13.875,2,25,9,25897,-1
2,-4.54717,-14,2,25,3,25970,-1
2,-4.72075,-14.125,2,25,10,26212.5,-1
2,-3.03845,-13.9375,2,25,7,26253,-1
2,-1.21807,-14.0625,2,25,8,27684.5,-1
2,-1.17,-13.9375,2,25,19,29127.5,-1
2,-2.97658,-14.125,2,25,14,29955,-1
2,-3.34405,-14.125,2,25,10,30317.5,-1
2,20.125,-42.444,-2.0625,64,13,31393,1
2,-4.08958,-13.875,2,25,13,31442.5,-1
2,-0.784462,-13.9375,2,25,7,31678.5,-1
2,-4.1553,-13.9375,2,25,6,31961.5,-1
